player,goals,assists,rating,minutes,match_id,date,performed,surname,Unnamed: 9,moon_sign
trevoh chalobah,0,0,0.0,0,1035405,2024-02-12,0,chalobah,,Pisces
mykhaylo mudryk,0,0,0.0,0,1035405,2024-02-12,0,mudryk,,Pisces
carney chukwuemeka,0,0,0.0,0,1035405,2024-02-12,0,chukwuemeka,,Pisces
cesare casadei,0,0,0.0,0,1035405,2024-02-12,0,casadei,,Pisces
mark flekken,0,0,6.9,90,1035414,2024-02-17,0,flekken,,Gemini
nathan collins,0,0,5.6,90,1035414,2024-02-17,0,collins,,Gemini
kristoffer ajer,0,0,6.5,90,1035414,2024-02-17,0,ajer,,Gemini
ben mee,0,0,5.9,90,1035414,2024-02-17,0,mee,,Gemini
mads roerslev,0,0,6.5,63,1035414,2024-02-17,0,roerslev,,Gemini
mathias jensen,0,0,6.6,74,1035414,2024-02-17,0,jensen,,Gemini
christian nørgaard,0,0,6.9,63,1035414,2024-02-17,0,nørgaard,,Gemini
vitaly janelt,0,0,6.6,90,1035414,2024-02-17,0,janelt,,Gemini
sergio reguilón,0,0,6.6,85,1035414,2024-02-17,0,reguilón,,Gemini
ivan toney,1,0,7.9,90,1035414,2024-02-17,1,toney,,Gemini
neal maupay,0,0,7.2,63,1035414,2024-02-17,1,maupay,,Gemini
frank onyeka,0,0,6.2,27,1035414,2024-02-17,0,onyeka,,Gemini
keane lewis-potter,0,0,6.3,27,1035414,2024-02-17,0,lewis-potter,,Gemini
yoane wissa,0,0,6.9,27,1035414,2024-02-17,0,wissa,,Gemini
mikkel damsgaard,0,0,7.0,16,1035414,2024-02-17,1,damsgaard,,Gemini
saman ghoddos,0,0,6.3,13,1035414,2024-02-17,0,ghoddos,,Gemini
thomas strakosha,0,0,0.0,0,1035414,2024-02-17,0,strakosha,,Gemini
zanka,0,0,0.0,0,1035414,2024-02-17,0,zanka,,Gemini
yehor yarmoliuk,0,0,0.0,0,1035414,2024-02-17,0,yarmoliuk,,Gemini
shandon baptiste,0,0,0.0,0,1035414,2024-02-17,0,baptiste,,Gemini
caoimhin kelleher,0,0,7.3,90,1035414,2024-02-17,1,kelleher,,Gemini
conor bradley,0,0,7.2,83,1035414,2024-02-17,1,bradley,,Gemini
ibrahima konaté,0,0,6.6,90,1035414,2024-02-17,0,konaté,,Gemini
virgil van dijk,0,0,7.3,90,1035414,2024-02-17,1,dijk,,Gemini
andrew robertson,0,0,7.5,90,1035414,2024-02-17,1,robertson,,Gemini
alexis mac allister,1,0,7.5,83,1035414,2024-02-17,1,allister,,Gemini
wataru endo,0,0,6.9,90,1035414,2024-02-17,0,endo,,Gemini
curtis jones,0,0,6.7,34,1035414,2024-02-17,0,jones,,Gemini
diogo jota,0,1,6.9,44,1035414,2024-02-17,1,jota,,Gemini
darwin núñez,1,0,7.2,45,1035414,2024-02-17,1,núñez,,Gemini
luis díaz,0,1,7.6,90,1035414,2024-02-17,1,díaz,,Gemini
ryan gravenberch,0,0,7.0,56,1035414,2024-02-17,1,gravenberch,,Gemini
mohamed salah,1,1,8.2,46,1035414,2024-02-17,1,salah,,Gemini
cody gakpo,1,1,8.2,45,1035414,2024-02-17,1,gakpo,,Gemini
joe gomez,0,0,6.6,15,1035414,2024-02-17,0,gomez,,Gemini
harvey elliott,0,0,6.9,15,1035414,2024-02-17,0,elliott,,Gemini
adrián,0,0,0.0,0,1035414,2024-02-17,0,adrián,,Gemini
konstantinos tsimikas,0,0,0.0,0,1035414,2024-02-17,0,tsimikas,,Gemini
jarell quansah,0,0,0.0,0,1035414,2024-02-17,0,quansah,,Gemini
james mcconnell,0,0,0.0,0,1035414,2024-02-17,0,mcconnell,,Gemini
martin dúbravka,0,0,6.7,90,1035420,2024-02-17,0,dúbravka,,Gemini
kieran trippier,0,0,6.7,90,1035420,2024-02-17,0,trippier,,Gemini
fabian schär,0,0,7.3,90,1035420,2024-02-17,1,schär,,Gemini
sven botman,0,0,7.2,90,1035420,2024-02-17,1,botman,,Gemini
dan burn,0,0,6.9,71,1035420,2024-02-17,0,burn,,Gemini
sean longstaff,0,0,6.9,90,1035420,2024-02-17,0,longstaff,,Gemini
bruno guimarães,0,0,6.9,90,1035420,2024-02-17,0,guimarães,,Gemini
lewis miley,0,0,7.3,89,1035420,2024-02-17,1,miley,,Gemini
miguel almirón,0,0,7.9,89,1035420,2024-02-17,1,almirón,,Gemini
anthony gordon,1,0,7.5,90,1035420,2024-02-17,1,gordon,,Gemini
harvey barnes,0,0,7.2,67,1035420,2024-02-17,1,barnes,,Gemini
jacob murphy,0,0,6.9,23,1035420,2024-02-17,0,murphy,,Gemini
valentino livramento,0,0,6.9,19,1035420,2024-02-17,0,livramento,,Gemini
matt ritchie,1,0,7.5,10,1035420,2024-02-17,1,ritchie,,Gemini
joe white,0,0,6.3,10,1035420,2024-02-17,0,white,,Gemini
loris karius,0,0,0.0,0,1035420,2024-02-17,0,karius,,Gemini
lewis hall,0,0,0.0,0,1035420,2024-02-17,0,hall,,Gemini
jamaal lascelles,0,0,0.0,0,1035420,2024-02-17,0,lascelles,,Gemini
paul dummett,0,0,0.0,0,1035420,2024-02-17,0,dummett,,Gemini
emil krafth,0,0,0.0,0,1035420,2024-02-17,0,krafth,,Gemini
neto,0,0,6.9,90,1035420,2024-02-17,0,neto,,Gemini
adam smith,0,0,6.0,90,1035420,2024-02-17,0,smith,,Gemini
illia zabarnyi,0,0,6.3,90,1035420,2024-02-17,0,zabarnyi,,Gemini
marcos senesi,0,0,6.2,90,1035420,2024-02-17,0,senesi,,Gemini
lloyd kelly,0,0,6.5,90,1035420,2024-02-17,0,kelly,,Gemini
ryan christie,0,0,6.9,89,1035420,2024-02-17,0,christie,,Gemini
lewis cook,0,0,7.2,90,1035420,2024-02-17,1,cook,,Gemini
antoine semenyo,1,0,6.7,79,1035420,2024-02-17,1,semenyo,,Gemini
justin kluivert,0,0,6.9,71,1035420,2024-02-17,0,kluivert,,Gemini
marcus tavernier,0,0,7.2,90,1035420,2024-02-17,1,tavernier,,Gemini
dominic solanke,1,1,7.3,90,1035420,2024-02-17,1,solanke,,Gemini
alex scott,0,0,7.0,19,1035420,2024-02-17,1,scott,,Gemini
dango ouattara,0,0,6.3,11,1035420,2024-02-17,0,ouattara,,Gemini
enes ünal,0,0,6.5,8,1035420,2024-02-17,0,ünal,,Gemini
mark travers,0,0,0.0,0,1035420,2024-02-17,0,travers,,Gemini
darren randolph,0,0,0.0,0,1035420,2024-02-17,0,randolph,,Gemini
chris mepham,0,0,0.0,0,1035420,2024-02-17,0,mepham,,Gemini
miloš kerkez,0,0,0.0,0,1035420,2024-02-17,0,kerkez,,Gemini
max kinsey-wellings,0,0,0.0,0,1035420,2024-02-17,0,kinsey-wellings,,Gemini
luis sinisterra,0,0,0.0,0,1035420,2024-02-17,0,sinisterra,,Gemini
bernd leno,0,0,6.5,90,1035417,2024-02-17,0,leno,,Gemini
timothy castagne,0,0,6.3,90,1035417,2024-02-17,0,castagne,,Gemini
issa diop,0,0,6.3,90,1035417,2024-02-17,0,diop,,Gemini
tim ream,0,0,6.9,76,1035417,2024-02-17,0,ream,,Gemini
antonee robinson,0,1,6.6,90,1035417,2024-02-17,1,robinson,,Gemini
joão palhinha,0,0,6.9,89,1035417,2024-02-17,0,palhinha,,Gemini
tom cairney,0,0,7.2,90,1035417,2024-02-17,1,cairney,,Gemini
bobby decordova-reid,0,0,6.5,64,1035417,2024-02-17,0,decordova-reid,,Gemini
andreas pereira,0,0,7.2,75,1035417,2024-02-17,1,pereira,,Gemini
willian,0,0,6.9,45,1035417,2024-02-17,0,willian,,Gemini
rodrigo muniz,1,0,8.3,90,1035417,2024-02-17,1,muniz,,Gemini
alex iwobi,0,0,6.7,45,1035417,2024-02-17,0,iwobi,,Gemini
harry wilson,0,0,7.2,26,1035417,2024-02-17,1,wilson,,Gemini
calvin bassey,0,0,6.7,14,1035417,2024-02-17,0,bassey,,Gemini
adama traoré,0,0,6.2,15,1035417,2024-02-17,0,traoré,,Gemini
saša lukić,0,0,0.0,1,1035417,2024-02-17,0,lukić,,Gemini
marek rodák,0,0,0.0,0,1035417,2024-02-17,0,rodák,,Gemini
tosin adarabioyo,0,0,0.0,0,1035417,2024-02-17,0,adarabioyo,,Gemini
fodé ballo-touré,0,0,0.0,0,1035417,2024-02-17,0,ballo-touré,,Gemini
harrison reed,0,0,0.0,0,1035417,2024-02-17,0,reed,,Gemini
emiliano martínez,0,0,7.2,90,1035417,2024-02-17,1,martínez,,Gemini
matty cash,0,0,6.9,90,1035417,2024-02-17,0,cash,,Gemini
clément lenglet,0,0,6.9,90,1035417,2024-02-17,0,lenglet,,Gemini
pau torres,0,0,6.7,90,1035417,2024-02-17,0,torres,,Gemini
álex moreno,0,0,6.3,81,1035417,2024-02-17,0,moreno,,Gemini
leon bailey,0,0,7.0,81,1035417,2024-02-17,1,bailey,,Gemini
john mcginn,0,0,6.3,90,1035417,2024-02-17,0,mcginn,,Gemini
douglas luiz,0,0,7.3,90,1035417,2024-02-17,1,luiz,,Gemini
jacob ramsey,0,0,6.9,90,1035417,2024-02-17,0,ramsey,,Gemini
youri tielemans,0,1,7.0,89,1035417,2024-02-17,1,tielemans,,Gemini
ollie watkins,2,0,9.2,90,1035417,2024-02-17,1,watkins,,Gemini
lucas digne,0,0,6.5,9,1035417,2024-02-17,0,digne,,Gemini
moussa diaby,0,0,6.2,9,1035417,2024-02-17,0,diaby,,Gemini
tim iroegbunam,0,0,0.0,1,1035417,2024-02-17,0,iroegbunam,,Gemini
robin olsen,0,0,0.0,0,1035417,2024-02-17,0,olsen,,Gemini
joe gauci,0,0,0.0,0,1035417,2024-02-17,0,gauci,,Gemini
calum chambers,0,0,0.0,0,1035417,2024-02-17,0,chambers,,Gemini
kaine kesler-hayden,0,0,0.0,0,1035417,2024-02-17,0,kesler-hayden,,Gemini
nicolò zaniolo,0,0,0.0,0,1035417,2024-02-17,0,zaniolo,,Gemini
morgan rogers,0,0,0.0,0,1035417,2024-02-17,0,rogers,,Gemini
james trafford,0,0,5.3,90,1035415,2024-02-17,0,trafford,,Gemini
lorenz assignon,0,0,5.3,79,1035415,2024-02-17,0,assignon,,Gemini
dara o'shea,0,0,6.2,90,1035415,2024-02-17,0,o'shea,,Gemini
maxime estève,0,0,6.2,62,1035415,2024-02-17,0,estève,,Gemini
hannes delcroix,0,0,6.3,90,1035415,2024-02-17,0,delcroix,,Gemini
aaron ramsey,0,0,6.2,63,1035415,2024-02-17,0,ramsey,,Gemini
sander berge,0,0,6.3,90,1035415,2024-02-17,0,berge,,Gemini
josh brownhill,0,0,6.9,90,1035415,2024-02-17,0,brownhill,,Gemini
wilson odobert,0,0,6.2,80,1035415,2024-02-17,0,odobert,,Gemini
david datro fofana,0,0,6.0,90,1035415,2024-02-17,0,fofana,,Gemini
zeki amdouni,0,0,6.6,45,1035415,2024-02-17,0,amdouni,,Gemini
jóhann guðmundsson,0,0,6.6,45,1035415,2024-02-17,0,guðmundsson,,Gemini
charlie taylor,0,0,6.2,28,1035415,2024-02-17,0,taylor,,Gemini
jay rodriguez,0,0,6.5,27,1035415,2024-02-17,0,rodriguez,,Gemini
vitinho,0,0,6.9,11,1035415,2024-02-17,0,vitinho,,Gemini
jacob bruun larsen,0,0,6.7,10,1035415,2024-02-17,0,larsen,,Gemini
arijanet murić,0,0,0.0,0,1035415,2024-02-17,0,murić,,Gemini
jack cork,0,0,0.0,0,1035415,2024-02-17,0,cork,,Gemini
manuel benson,0,0,0.0,0,1035415,2024-02-17,0,benson,,Gemini
josh cullen,0,0,0.0,0,1035415,2024-02-17,0,cullen,,Gemini
david raya,0,0,7.2,90,1035415,2024-02-17,1,raya,,Gemini
benjamin white,0,0,7.0,69,1035415,2024-02-17,1,white,,Gemini
william saliba,0,0,6.9,90,1035415,2024-02-17,0,saliba,,Gemini
gabriel magalhães,0,0,7.6,90,1035415,2024-02-17,1,magalhães,,Gemini
jakub kiwior,0,1,7.3,90,1035415,2024-02-17,1,kiwior,,Gemini
martin ødegaard,1,1,8.9,90,1035415,2024-02-17,1,ødegaard,,Gemini
declan rice,0,0,6.9,79,1035415,2024-02-17,0,rice,,Gemini
kai havertz,1,0,7.9,84,1035415,2024-02-17,1,havertz,,Gemini
bukayo saka,2,0,8.5,69,1035415,2024-02-17,1,saka,,Gemini
leandro trossard,1,0,7.9,69,1035415,2024-02-17,1,trossard,,Gemini
gabriel martinelli,0,0,6.7,90,1035415,2024-02-17,0,martinelli,,Gemini
cédric soares,0,0,6.6,21,1035415,2024-02-17,0,soares,,Gemini
reiss nelson,0,0,6.9,21,1035415,2024-02-17,0,nelson,,Gemini
edward nketiah,0,0,6.6,21,1035415,2024-02-17,0,nketiah,,Gemini
jorginho,0,0,6.9,11,1035415,2024-02-17,0,jorginho,,Gemini
emile smith rowe,0,0,6.7,16,1035415,2024-02-17,0,rowe,,Gemini
aaron ramsdale,0,0,0.0,0,1035415,2024-02-17,0,ramsdale,,Gemini
james sweet,0,0,0.0,0,1035415,2024-02-17,0,sweet,,Gemini
mauro bandeira,0,0,0.0,0,1035415,2024-02-17,0,bandeira,,Gemini
mohamed elneny,0,0,0.0,0,1035415,2024-02-17,0,elneny,,Gemini
guglielmo vicario,0,0,7.3,90,1035423,2024-02-17,1,vicario,,Gemini
emerson royal,0,0,7.7,85,1035423,2024-02-17,1,royal,,Gemini
cristian romero,0,0,7.2,90,1035423,2024-02-17,1,romero,,Gemini
micky van de ven,0,0,7.5,90,1035423,2024-02-17,1,ven,,Gemini
ben davies,0,0,7.5,90,1035423,2024-02-17,1,davies,,Gemini
pape matar sarr,0,0,7.0,71,1035423,2024-02-17,1,sarr,,Gemini
yves bissouma,0,0,7.7,71,1035423,2024-02-17,1,bissouma,,Gemini
dejan kulusevski,1,0,8.5,90,1035423,2024-02-17,1,kulusevski,,Gemini
james maddison,0,0,7.3,85,1035423,2024-02-17,1,maddison,,Gemini
heung-min son,0,0,6.6,90,1035423,2024-02-17,0,son,,Gemini
richarlison,0,0,6.9,71,1035423,2024-02-17,0,richarlison,,Gemini
rodrigo bentancur,0,0,6.9,19,1035423,2024-02-17,0,bentancur,,Gemini
timo werner,0,0,7.0,19,1035423,2024-02-17,1,werner,,Gemini
brennan johnson,0,0,6.7,19,1035423,2024-02-17,0,johnson,,Gemini
pierre-emile højbjerg,0,0,6.7,11,1035423,2024-02-17,0,højbjerg,,Gemini
giovani lo celso,0,0,6.9,11,1035423,2024-02-17,0,celso,,Gemini
brandon austin,0,0,0.0,0,1035423,2024-02-17,0,austin,,Gemini
radu drăguşin,0,0,0.0,0,1035423,2024-02-17,0,drăguşin,,Gemini
bryan gil,0,0,0.0,0,1035423,2024-02-17,0,gil,,Gemini
oliver skipp,0,0,0.0,0,1035423,2024-02-17,0,skipp,,Gemini
josé sá,0,0,6.9,90,1035423,2024-02-17,0,sá,,Gemini
max kilman,0,0,6.6,90,1035423,2024-02-17,0,kilman,,Gemini
craig dawson,0,0,7.3,90,1035423,2024-02-17,1,dawson,,Gemini
toti gomes,0,0,7.2,90,1035423,2024-02-17,1,gomes,,Gemini
nélson semedo,0,0,7.2,90,1035423,2024-02-17,1,semedo,,Gemini
mario lemina,0,0,7.3,90,1035423,2024-02-17,1,lemina,,Gemini
joão gomes,2,0,8.2,90,1035423,2024-02-17,1,gomes,,Gemini
rayan aït nouri,0,0,6.5,90,1035423,2024-02-17,0,nouri,,Gemini
pablo sarabia,0,1,7.0,73,1035423,2024-02-17,1,sarabia,,Gemini
pedro neto,0,1,7.0,89,1035423,2024-02-17,1,neto,,Gemini
hee-chan hwang,0,0,6.7,88,1035423,2024-02-17,0,hwang,,Gemini
jean-ricner bellegarde,0,0,6.9,17,1035423,2024-02-17,0,bellegarde,,Gemini
boubacar traoré,0,0,6.3,8,1035423,2024-02-17,0,traoré,,Gemini
matt doherty,0,0,0.0,1,1035423,2024-02-17,0,doherty,,Gemini
daniel bentley,0,0,0.0,0,1035423,2024-02-17,0,bentley,,Gemini
santiago bueno,0,0,0.0,0,1035423,2024-02-17,0,bueno,,Gemini
hugo bueno,0,0,0.0,0,1035423,2024-02-17,0,bueno,,Gemini
tommy doyle,0,0,0.0,0,1035423,2024-02-17,0,doyle,,Gemini
tawanda chirewa,0,0,0.0,0,1035423,2024-02-17,0,chirewa,,Gemini
nathan fraser,0,0,0.0,0,1035423,2024-02-17,0,fraser,,Gemini
matz sels,0,0,7.3,90,1035421,2024-02-17,1,sels,,Gemini
neco williams,0,0,7.0,90,1035421,2024-02-17,1,williams,,Gemini
felipe,0,0,6.9,90,1035421,2024-02-17,0,felipe,,Gemini
murillo,0,0,7.3,90,1035421,2024-02-17,1,murillo,,Gemini
nuno tavares,0,0,7.5,90,1035421,2024-02-17,1,tavares,,Gemini
nicolás domínguez,0,1,7.5,86,1035421,2024-02-17,1,domínguez,,Gemini
danilo,0,0,7.3,90,1035421,2024-02-17,1,danilo,,Gemini
anthony elanga,0,1,7.2,90,1035421,2024-02-17,1,elanga,,Gemini
morgan gibbs-white,0,0,6.9,89,1035421,2024-02-17,0,gibbs-white,,Gemini
callum hudson-odoi,1,0,8.5,90,1035421,2024-02-17,1,hudson-odoi,,Gemini
taiwo awoniyi,1,0,7.5,67,1035421,2024-02-17,1,awoniyi,,Gemini
divock origi,0,0,6.3,23,1035421,2024-02-17,0,origi,,Gemini
ryan yates,0,0,6.6,11,1035421,2024-02-17,0,yates,,Gemini
andrew omobamidele,0,0,0.0,1,1035421,2024-02-17,0,omobamidele,,Gemini
matt turner,0,0,0.0,0,1035421,2024-02-17,0,turner,,Gemini
harry toffolo,0,0,0.0,0,1035421,2024-02-17,0,toffolo,,Gemini
moussa niakhaté,0,0,0.0,0,1035421,2024-02-17,0,niakhaté,,Gemini
giovanni reyna,0,0,0.0,0,1035421,2024-02-17,0,reyna,,Gemini
cheikhou kouyaté,0,0,0.0,0,1035421,2024-02-17,0,kouyaté,,Gemini
rodrigo ribeiro,0,0,0.0,0,1035421,2024-02-17,0,ribeiro,,Gemini
alphonse aréola,0,0,8.0,90,1035421,2024-02-17,1,aréola,,Gemini
vladimír coufal,0,0,6.6,76,1035421,2024-02-17,0,coufal,,Gemini
kurt zouma,0,0,6.2,89,1035421,2024-02-17,0,zouma,,Gemini
nayef aguerd,0,0,6.9,90,1035421,2024-02-17,0,aguerd,,Gemini
emerson palmieri,0,0,7.0,83,1035421,2024-02-17,1,palmieri,,Gemini
kalvin phillips,0,0,6.5,71,1035421,2024-02-17,0,phillips,,Gemini
edson álvarez,0,0,6.9,90,1035421,2024-02-17,0,álvarez,,Gemini
jarrod bowen,0,0,6.7,90,1035421,2024-02-17,0,bowen,,Gemini
james ward-prowse,0,0,7.7,90,1035421,2024-02-17,1,ward-prowse,,Gemini
mohammed kudus,0,0,6.7,90,1035421,2024-02-17,0,kudus,,Gemini
michail antonio,0,0,6.2,76,1035421,2024-02-17,0,antonio,,Gemini
maxwel cornet,0,0,6.9,14,1035421,2024-02-17,0,cornet,,Gemini
ben johnson,0,0,6.2,14,1035421,2024-02-17,0,johnson,,Gemini
tomáš souček,0,0,6.3,14,1035421,2024-02-17,0,souček,,Gemini
danny ings,0,0,0.0,1,1035421,2024-02-17,0,ings,,Gemini
łukasz fabiański,0,0,0.0,0,1035421,2024-02-17,0,fabiański,,Gemini
angelo ogbonna,0,0,0.0,0,1035421,2024-02-17,0,ogbonna,,Gemini
aaron cresswell,0,0,0.0,0,1035421,2024-02-17,0,cresswell,,Gemini
konstantinos mavropanos,0,0,0.0,0,1035421,2024-02-17,0,mavropanos,,Gemini
divin mubama,0,0,0.0,0,1035421,2024-02-17,0,mubama,,Gemini
arijanet murić,0,0,7.0,90,1035477,2024-04-02,1,murić,,Capricorn
vitinho,0,0,7.6,90,1035477,2024-04-02,1,vitinho,,Capricorn
dara o'shea,0,1,7.5,90,1035477,2024-04-02,1,o'shea,,Capricorn
maxime estève,0,0,6.6,90,1035477,2024-04-02,0,estève,,Capricorn
charlie taylor,0,0,6.9,90,1035477,2024-04-02,0,taylor,,Capricorn
lyle foster,0,0,7.2,86,1035477,2024-04-02,1,foster,,Capricorn
josh cullen,0,0,7.2,90,1035477,2024-04-02,1,cullen,,Capricorn
sander berge,0,0,7.3,90,1035477,2024-04-02,1,berge,,Capricorn
jacob bruun larsen,1,0,7.3,73,1035477,2024-04-02,1,larsen,,Capricorn
wilson odobert,0,0,7.2,90,1035477,2024-04-02,1,odobert,,Capricorn
david datro fofana,0,0,6.9,90,1035477,2024-04-02,0,fofana,,Capricorn
jay rodriguez,0,0,6.3,17,1035477,2024-04-02,0,rodriguez,,Capricorn
manuel benson,0,0,6.6,9,1035477,2024-04-02,0,benson,,Capricorn
lawrence vigouroux,0,0,0.0,0,1035477,2024-04-02,0,vigouroux,,Capricorn
hjalmar ekdal,0,0,0.0,0,1035477,2024-04-02,0,ekdal,,Capricorn
hannes delcroix,0,0,0.0,0,1035477,2024-04-02,0,delcroix,,Capricorn
josh brownhill,0,0,0.0,0,1035477,2024-04-02,0,brownhill,,Capricorn
jack cork,0,0,0.0,0,1035477,2024-04-02,0,cork,,Capricorn
jóhann guðmundsson,0,0,0.0,0,1035477,2024-04-02,0,guðmundsson,,Capricorn
zeki amdouni,0,0,0.0,0,1035477,2024-04-02,0,amdouni,,Capricorn
josé sá,0,0,7.9,90,1035477,2024-04-02,1,sá,,Capricorn
nélson semedo,0,0,7.0,90,1035477,2024-04-02,1,semedo,,Capricorn
max kilman,0,0,7.2,90,1035477,2024-04-02,1,kilman,,Capricorn
toti gomes,0,0,6.7,90,1035477,2024-04-02,0,gomes,,Capricorn
hugo bueno,0,0,6.7,68,1035477,2024-04-02,0,bueno,,Capricorn
matt doherty,0,0,6.9,90,1035477,2024-04-02,0,doherty,,Capricorn
mario lemina,0,0,6.9,90,1035477,2024-04-02,0,lemina,,Capricorn
joão gomes,0,0,6.9,90,1035477,2024-04-02,0,gomes,,Capricorn
rayan aït nouri,1,0,7.5,90,1035477,2024-04-02,1,nouri,,Capricorn
pablo sarabia,0,1,7.0,83,1035477,2024-04-02,1,sarabia,,Capricorn
leon chiwome,0,0,6.7,76,1035477,2024-04-02,0,chiwome,,Capricorn
santiago bueno,0,0,6.5,22,1035477,2024-04-02,0,bueno,,Capricorn
matheus cunha,0,0,6.9,14,1035477,2024-04-02,0,cunha,,Capricorn
boubacar traoré,0,0,6.3,12,1035477,2024-04-02,0,traoré,,Capricorn
daniel bentley,0,0,0.0,0,1035477,2024-04-02,0,bentley,,Capricorn
tawanda chirewa,0,0,0.0,0,1035477,2024-04-02,0,chirewa,,Capricorn
tommy doyle,0,0,0.0,0,1035477,2024-04-02,0,doyle,,Capricorn
ty barnett,0,0,0.0,0,1035477,2024-04-02,0,barnett,,Capricorn
noha lemina,0,0,0.0,0,1035477,2024-04-02,0,lemina,,Capricorn
nathan fraser,0,0,0.0,0,1035477,2024-04-02,0,fraser,,Capricorn
łukasz fabiański,0,0,7.3,90,1035479,2024-04-02,1,fabiański,,Capricorn
vladimír coufal,0,0,6.7,90,1035479,2024-04-02,0,coufal,,Capricorn
konstantinos mavropanos,0,0,7.2,90,1035479,2024-04-02,1,mavropanos,,Capricorn
kurt zouma,1,0,7.3,90,1035479,2024-04-02,1,zouma,,Capricorn
emerson palmieri,0,0,7.0,90,1035479,2024-04-02,1,palmieri,,Capricorn
jarrod bowen,0,1,7.5,90,1035479,2024-04-02,1,bowen,,Capricorn
lucas paquetá,0,0,7.2,90,1035479,2024-04-02,1,paquetá,,Capricorn
tomáš souček,0,0,7.2,90,1035479,2024-04-02,1,souček,,Capricorn
james ward-prowse,0,0,7.2,90,1035479,2024-04-02,1,ward-prowse,,Capricorn
mohammed kudus,0,0,6.9,90,1035479,2024-04-02,0,kudus,,Capricorn
michail antonio,0,0,6.0,90,1035479,2024-04-02,0,antonio,,Capricorn
joseph anang,0,0,0.0,0,1035479,2024-04-02,0,anang,,Capricorn
ben johnson,0,0,0.0,0,1035479,2024-04-02,0,johnson,,Capricorn
angelo ogbonna,0,0,0.0,0,1035479,2024-04-02,0,ogbonna,,Capricorn
aaron cresswell,0,0,0.0,0,1035479,2024-04-02,0,cresswell,,Capricorn
kalvin phillips,0,0,0.0,0,1035479,2024-04-02,0,phillips,,Capricorn
george earthy,0,0,0.0,0,1035479,2024-04-02,0,earthy,,Capricorn
danny ings,0,0,0.0,0,1035479,2024-04-02,0,ings,,Capricorn
maxwel cornet,0,0,0.0,0,1035479,2024-04-02,0,cornet,,Capricorn
divin mubama,0,0,0.0,0,1035479,2024-04-02,0,mubama,,Capricorn
guglielmo vicario,0,0,7.5,90,1035479,2024-04-02,1,vicario,,Capricorn
pedro porro,0,0,7.2,90,1035479,2024-04-02,1,porro,,Capricorn
cristian romero,0,0,7.2,90,1035479,2024-04-02,1,romero,,Capricorn
micky van de ven,0,0,6.9,90,1035479,2024-04-02,0,ven,,Capricorn
destiny udogie,0,0,7.7,90,1035479,2024-04-02,1,udogie,,Capricorn
yves bissouma,0,0,7.2,82,1035479,2024-04-02,1,bissouma,,Capricorn
rodrigo bentancur,0,0,7.2,70,1035479,2024-04-02,1,bentancur,,Capricorn
brennan johnson,1,0,7.2,89,1035479,2024-04-02,1,johnson,,Capricorn
james maddison,0,0,7.3,70,1035479,2024-04-02,1,maddison,,Capricorn
timo werner,0,1,7.5,82,1035479,2024-04-02,1,werner,,Capricorn
heung-min son,0,0,7.2,90,1035479,2024-04-02,1,son,,Capricorn
pape matar sarr,0,0,6.9,20,1035479,2024-04-02,0,sarr,,Capricorn
dejan kulusevski,0,0,6.9,20,1035479,2024-04-02,0,kulusevski,,Capricorn
pierre-emile højbjerg,0,0,6.6,8,1035479,2024-04-02,0,højbjerg,,Capricorn
richarlison,0,0,6.5,8,1035479,2024-04-02,0,richarlison,,Capricorn
giovani lo celso,0,0,0.0,1,1035479,2024-04-02,0,celso,,Capricorn
brandon austin,0,0,0.0,0,1035479,2024-04-02,0,austin,,Capricorn
emerson royal,0,0,0.0,0,1035479,2024-04-02,0,royal,,Capricorn
ben davies,0,0,0.0,0,1035479,2024-04-02,0,davies,,Capricorn
radu drăguşin,0,0,0.0,0,1035479,2024-04-02,0,drăguşin,,Capricorn
david raya,0,0,6.9,90,1035475,2024-04-03,0,raya,,Capricorn
benjamin white,0,0,6.9,90,1035475,2024-04-03,0,white,,Capricorn
william saliba,0,0,7.2,90,1035475,2024-04-03,1,saliba,,Capricorn
gabriel magalhães,0,0,7.2,90,1035475,2024-04-03,1,magalhães,,Capricorn
oleksandr zinchenko,0,0,7.3,74,1035475,2024-04-03,1,zinchenko,,Capricorn
martin ødegaard,1,0,7.3,90,1035475,2024-04-03,1,ødegaard,,Capricorn
thomas partey,0,0,6.6,67,1035475,2024-04-03,0,partey,,Capricorn
emile smith rowe,0,0,7.3,85,1035475,2024-04-03,1,rowe,,Capricorn
reiss nelson,0,0,7.0,75,1035475,2024-04-03,1,nelson,,Capricorn
kai havertz,0,1,7.2,66,1035475,2024-04-03,1,havertz,,Capricorn
leandro trossard,0,0,7.2,90,1035475,2024-04-03,1,trossard,,Capricorn
edward nketiah,0,0,6.7,24,1035475,2024-04-03,0,nketiah,,Capricorn
declan rice,0,0,6.7,23,1035475,2024-04-03,0,rice,,Capricorn
takehiro tomiyasu,0,0,6.7,16,1035475,2024-04-03,0,tomiyasu,,Capricorn
gabriel martinelli,0,0,6.2,15,1035475,2024-04-03,0,martinelli,,Capricorn
jorginho,0,0,6.9,10,1035475,2024-04-03,0,jorginho,,Capricorn
aaron ramsdale,0,0,0.0,0,1035475,2024-04-03,0,ramsdale,,Capricorn
jakub kiwior,0,0,0.0,0,1035475,2024-04-03,0,kiwior,,Capricorn
