player,goals,assists,rating,minutes,match_id,date,performed,surname,Unnamed: 9,moon_sign
nathan aké,0,0,0.0,0,1035134,2023-10-29,0,aké,,Taurus
sergio gómez,0,0,0.0,0,1035134,2023-10-29,0,gómez,,Taurus
matheus nunes,0,0,0.0,0,1035134,2023-10-29,0,nunes,,Taurus
oscar bobb,0,0,0.0,0,1035134,2023-10-29,0,bobb,,Taurus
kalvin phillips,0,0,0.0,0,1035134,2023-10-29,0,phillips,,Taurus
bernd leno,0,0,7.2,90,1035140,2023-11-04,1,leno,,Cancer
timothy castagne,0,0,6.3,90,1035140,2023-11-04,0,castagne,,Cancer
calvin bassey,0,0,6.9,90,1035140,2023-11-04,0,bassey,,Cancer
tim ream,0,0,6.6,90,1035140,2023-11-04,0,ream,,Cancer
antonee robinson,0,0,6.6,90,1035140,2023-11-04,0,robinson,,Cancer
alex iwobi,0,0,7.2,89,1035140,2023-11-04,1,iwobi,,Cancer
joão palhinha,0,0,6.6,90,1035140,2023-11-04,0,palhinha,,Cancer
harry wilson,0,0,7.2,89,1035140,2023-11-04,1,wilson,,Cancer
andreas pereira,0,0,7.5,81,1035140,2023-11-04,1,pereira,,Cancer
willian,0,0,7.5,76,1035140,2023-11-04,1,willian,,Cancer
rodrigo muniz,0,0,6.9,76,1035140,2023-11-04,0,muniz,,Cancer
saša lukić,0,0,6.5,14,1035140,2023-11-04,0,lukić,,Cancer
carlos vinícius,0,0,6.7,14,1035140,2023-11-04,0,vinícius,,Cancer
bobby decordova-reid,0,0,6.3,9,1035140,2023-11-04,0,decordova-reid,,Cancer
raúl jiménez,0,0,6.6,9,1035140,2023-11-04,0,jiménez,,Cancer
tom cairney,0,0,6.3,8,1035140,2023-11-04,0,cairney,,Cancer
marek rodák,0,0,0.0,0,1035140,2023-11-04,0,rodák,,Cancer
luc de fougerolles,0,0,0.0,0,1035140,2023-11-04,0,fougerolles,,Cancer
fodé ballo-touré,0,0,0.0,0,1035140,2023-11-04,0,ballo-touré,,Cancer
harrison reed,0,0,0.0,0,1035140,2023-11-04,0,reed,,Cancer
andré onana,0,0,7.2,90,1035140,2023-11-04,1,onana,,Cancer
aaron wan-bissaka,0,0,7.5,90,1035140,2023-11-04,1,wan-bissaka,,Cancer
harry maguire,0,0,7.6,90,1035140,2023-11-04,1,maguire,,Cancer
jonny evans,0,0,7.2,90,1035140,2023-11-04,1,evans,,Cancer
diogo dalot,0,0,7.9,90,1035140,2023-11-04,1,dalot,,Cancer
scott mctominay,0,0,6.9,90,1035140,2023-11-04,0,mctominay,,Cancer
christian eriksen,0,0,6.6,79,1035140,2023-11-04,0,eriksen,,Cancer
antony,0,0,6.3,63,1035140,2023-11-04,0,antony,,Cancer
bruno fernandes,1,0,8.2,90,1035140,2023-11-04,1,fernandes,,Cancer
alejandro garnacho,0,0,7.5,89,1035140,2023-11-04,1,garnacho,,Cancer
rasmus højlund,0,0,6.9,79,1035140,2023-11-04,0,højlund,,Cancer
facundo pellistri,0,1,7.0,27,1035140,2023-11-04,1,pellistri,,Cancer
mason mount,0,0,6.7,11,1035140,2023-11-04,0,mount,,Cancer
anthony martial,0,0,6.6,11,1035140,2023-11-04,0,martial,,Cancer
raphaël varane,0,0,0.0,1,1035140,2023-11-04,0,varane,,Cancer
altay bayındır,0,0,0.0,0,1035140,2023-11-04,0,bayındır,,Cancer
sergio reguilón,0,0,0.0,0,1035140,2023-11-04,0,reguilón,,Cancer
hannibal mejbri,0,0,0.0,0,1035140,2023-11-04,0,mejbri,,Cancer
kobbie mainoo,0,0,0.0,0,1035140,2023-11-04,0,mainoo,,Cancer
sofyan amrabat,0,0,0.0,0,1035140,2023-11-04,0,amrabat,,Cancer
james trafford,0,0,6.5,90,1035138,2023-11-04,0,trafford,,Cancer
vitinho,0,0,6.2,90,1035138,2023-11-04,0,vitinho,,Cancer
dara o'shea,0,0,6.9,90,1035138,2023-11-04,0,o'shea,,Cancer
jordan beyer,0,0,6.3,86,1035138,2023-11-04,0,beyer,,Cancer
charlie taylor,0,0,6.9,90,1035138,2023-11-04,0,taylor,,Cancer
jóhann guðmundsson,0,0,8.2,89,1035138,2023-11-04,1,guðmundsson,,Cancer
sander berge,0,0,7.2,90,1035138,2023-11-04,1,berge,,Cancer
josh brownhill,0,0,7.2,90,1035138,2023-11-04,1,brownhill,,Cancer
luca koleosho,0,0,6.9,78,1035138,2023-11-04,0,koleosho,,Cancer
jay rodriguez,0,0,6.9,90,1035138,2023-11-04,0,rodriguez,,Cancer
zeki amdouni,0,0,6.6,78,1035138,2023-11-04,0,amdouni,,Cancer
nathan redmond,0,0,6.7,12,1035138,2023-11-04,0,redmond,,Cancer
wilson odobert,0,0,7.0,12,1035138,2023-11-04,1,odobert,,Cancer
mike trésor,0,0,6.5,10,1035138,2023-11-04,0,trésor,,Cancer
jacob bruun larsen,0,0,0.0,1,1035138,2023-11-04,0,larsen,,Cancer
arijanet murić,0,0,0.0,0,1035138,2023-11-04,0,murić,,Cancer
connor roberts,0,0,0.0,0,1035138,2023-11-04,0,roberts,,Cancer
hannes delcroix,0,0,0.0,0,1035138,2023-11-04,0,delcroix,,Cancer
anass zaroury,0,0,0.0,0,1035138,2023-11-04,0,zaroury,,Cancer
han-noah massengo,0,0,0.0,0,1035138,2023-11-04,0,massengo,,Cancer
sam johnstone,0,0,8.3,90,1035138,2023-11-04,1,johnstone,,Cancer
joel ward,0,0,6.9,70,1035138,2023-11-04,0,ward,,Cancer
joachim andersen,0,0,7.5,90,1035138,2023-11-04,1,andersen,,Cancer
marc guéhi,0,0,6.9,90,1035138,2023-11-04,0,guéhi,,Cancer
tyrick mitchell,1,0,7.6,90,1035138,2023-11-04,1,mitchell,,Cancer
cheick doucouré,0,0,6.3,58,1035138,2023-11-04,0,doucouré,,Cancer
jefferson lerma,0,0,6.6,90,1035138,2023-11-04,0,lerma,,Cancer
jordan ayew,0,1,7.0,90,1035138,2023-11-04,1,ayew,,Cancer
will hughes,0,0,6.6,90,1035138,2023-11-04,0,hughes,,Cancer
jeffrey schlupp,1,0,7.3,70,1035138,2023-11-04,1,schlupp,,Cancer
odsonne édouard,0,0,6.5,86,1035138,2023-11-04,0,édouard,,Cancer
eberechi eze,0,1,6.9,32,1035138,2023-11-04,1,eze,,Cancer
nathaniel clyne,0,0,6.7,20,1035138,2023-11-04,0,clyne,,Cancer
naouirou ahamada,0,0,6.3,20,1035138,2023-11-04,0,ahamada,,Cancer
chris richards,0,0,6.3,10,1035138,2023-11-04,0,richards,,Cancer
remi matthews,0,0,0.0,0,1035138,2023-11-04,0,matthews,,Cancer
rob holding,0,0,0.0,0,1035138,2023-11-04,0,holding,,Cancer
jaïro riedewald,0,0,0.0,0,1035138,2023-11-04,0,riedewald,,Cancer
matheus frança,0,0,0.0,0,1035138,2023-11-04,0,frança,,Cancer
jean-philippe mateta,0,0,0.0,0,1035138,2023-11-04,0,mateta,,Cancer
jordan pickford,0,0,7.3,90,1035139,2023-11-04,1,pickford,,Cancer
ashley young,0,0,6.2,89,1035139,2023-11-04,0,young,,Cancer
james tarkowski,0,0,7.2,90,1035139,2023-11-04,1,tarkowski,,Cancer
jarrad branthwaite,0,0,6.6,90,1035139,2023-11-04,0,branthwaite,,Cancer
vitaliy mykolenko,1,0,7.3,90,1035139,2023-11-04,1,mykolenko,,Cancer
jack harrison,0,0,6.2,90,1035139,2023-11-04,0,harrison,,Cancer
james garner,0,0,7.0,90,1035139,2023-11-04,1,garner,,Cancer
idrissa gueye,0,0,6.3,90,1035139,2023-11-04,0,gueye,,Cancer
dwight mcneil,0,0,6.6,90,1035139,2023-11-04,0,mcneil,,Cancer
abdoulaye doucouré,0,0,6.6,90,1035139,2023-11-04,0,doucouré,,Cancer
dominic calvert-lewin,0,0,6.9,89,1035139,2023-11-04,0,calvert-lewin,,Cancer
nathan patterson,0,0,0.0,1,1035139,2023-11-04,0,patterson,,Cancer
beto,0,0,0.0,1,1035139,2023-11-04,0,beto,,Cancer
joão virgínia,0,0,0.0,0,1035139,2023-11-04,0,virgínia,,Cancer
andy lonergan,0,0,0.0,0,1035139,2023-11-04,0,lonergan,,Cancer
michael keane,0,0,0.0,0,1035139,2023-11-04,0,keane,,Cancer
ben godfrey,0,0,0.0,0,1035139,2023-11-04,0,godfrey,,Cancer
youssef chermiti,0,0,0.0,0,1035139,2023-11-04,0,chermiti,,Cancer
arnaut danjuma,0,0,0.0,0,1035139,2023-11-04,0,danjuma,,Cancer
lewis dobbin,0,0,0.0,0,1035139,2023-11-04,0,dobbin,,Cancer
bart verbruggen,0,0,6.9,90,1035139,2023-11-04,0,verbruggen,,Cancer
joël veltman,0,0,7.0,90,1035139,2023-11-04,1,veltman,,Cancer
jan paul van hecke,0,0,7.3,90,1035139,2023-11-04,1,hecke,,Cancer
lewis dunk,0,0,7.3,90,1035139,2023-11-04,1,dunk,,Cancer
pascal groß,0,0,7.2,90,1035139,2023-11-04,1,groß,,Cancer
adam lallana,0,0,6.7,45,1035139,2023-11-04,0,lallana,,Cancer
billy gilmour,0,0,6.9,68,1035139,2023-11-04,0,gilmour,,Cancer
james milner,0,0,7.2,79,1035139,2023-11-04,1,milner,,Cancer
simon adingra,0,0,6.9,89,1035139,2023-11-04,0,adingra,,Cancer
evan ferguson,0,0,6.7,68,1035139,2023-11-04,0,ferguson,,Cancer
kaoru mitoma,0,0,7.3,90,1035139,2023-11-04,1,mitoma,,Cancer
joão pedro,0,0,6.7,45,1035139,2023-11-04,0,pedro,,Cancer
ansu fati,0,0,6.9,22,1035139,2023-11-04,0,fati,,Cancer
mahmoud dahoud,0,0,6.3,22,1035139,2023-11-04,0,dahoud,,Cancer
facundo buonanotte,0,0,6.6,11,1035139,2023-11-04,0,buonanotte,,Cancer
igor júlio,0,0,0.0,1,1035139,2023-11-04,0,júlio,,Cancer
jason steele,0,0,0.0,0,1035139,2023-11-04,0,steele,,Cancer
adam webster,0,0,0.0,0,1035139,2023-11-04,0,webster,,Cancer
carlos baleba,0,0,0.0,0,1035139,2023-11-04,0,baleba,,Cancer
jack hinshelwood,0,0,0.0,0,1035139,2023-11-04,0,hinshelwood,,Cancer
ederson,0,0,6.5,90,1035142,2023-11-04,0,ederson,,Cancer
manuel akanji,1,0,7.7,90,1035142,2023-11-04,1,akanji,,Cancer
john stones,0,0,6.9,71,1035142,2023-11-04,0,stones,,Cancer
nathan aké,1,0,7.9,90,1035142,2023-11-04,1,aké,,Cancer
kyle walker,0,0,6.9,90,1035142,2023-11-04,0,walker,,Cancer
rodri,0,1,8.3,71,1035142,2023-11-04,1,rodri,,Cancer
mateo kovačić,0,0,7.0,90,1035142,2023-11-04,1,kovačić,,Cancer
jérémy doku,1,4,10.0,90,1035142,2023-11-04,1,doku,,Cancer
bernardo silva,2,0,9.5,85,1035142,2023-11-04,1,silva,,Cancer
julián álvarez,0,0,7.3,71,1035142,2023-11-04,1,álvarez,,Cancer
erling haaland,0,0,7.0,45,1035142,2023-11-04,1,haaland,,Cancer
phil foden,1,0,7.5,45,1035142,2023-11-04,1,foden,,Cancer
rico lewis,0,0,6.2,19,1035142,2023-11-04,0,lewis,,Cancer
matheus nunes,0,0,6.3,19,1035142,2023-11-04,0,nunes,,Cancer
kalvin phillips,0,0,6.6,19,1035142,2023-11-04,0,phillips,,Cancer
oscar bobb,0,1,7.9,13,1035142,2023-11-04,1,bobb,,Cancer
stefan ortega,0,0,0.0,0,1035142,2023-11-04,0,ortega,,Cancer
rúben dias,0,0,0.0,0,1035142,2023-11-04,0,dias,,Cancer
joško gvardiol,0,0,0.0,0,1035142,2023-11-04,0,gvardiol,,Cancer
jack grealish,0,0,0.0,0,1035142,2023-11-04,0,grealish,,Cancer
ionuț radu,0,0,5.2,90,1035142,2023-11-04,0,radu,,Cancer
max aarons,0,1,5.9,90,1035142,2023-11-04,1,aarons,,Cancer
chris mepham,0,0,6.2,45,1035142,2023-11-04,0,mepham,,Cancer
illia zabarnyi,0,0,6.3,90,1035142,2023-11-04,0,zabarnyi,,Cancer
lloyd kelly,0,0,6.0,90,1035142,2023-11-04,0,kelly,,Cancer
miloš kerkez,0,0,5.9,90,1035142,2023-11-04,0,kerkez,,Cancer
ryan christie,0,0,6.3,90,1035142,2023-11-04,0,christie,,Cancer
alex scott,0,0,6.6,44,1035142,2023-11-04,0,scott,,Cancer
philip billing,0,0,6.5,71,1035142,2023-11-04,0,billing,,Cancer
marcus tavernier,0,0,6.2,72,1035142,2023-11-04,0,tavernier,,Cancer
dominic solanke,0,0,7.0,85,1035142,2023-11-04,1,solanke,,Cancer
joe rothwell,0,0,6.3,46,1035142,2023-11-04,0,rothwell,,Cancer
marcos senesi,0,0,6.5,45,1035142,2023-11-04,0,senesi,,Cancer
antoine semenyo,0,0,6.3,19,1035142,2023-11-04,0,semenyo,,Cancer
luis sinisterra,1,0,7.2,18,1035142,2023-11-04,1,sinisterra,,Cancer
justin kluivert,0,0,6.3,13,1035142,2023-11-04,0,kluivert,,Cancer
mark travers,0,0,0.0,0,1035142,2023-11-04,0,travers,,Cancer
adam smith,0,0,0.0,0,1035142,2023-11-04,0,smith,,Cancer
david brooks,0,0,0.0,0,1035142,2023-11-04,0,brooks,,Cancer
dango ouattara,0,0,0.0,0,1035142,2023-11-04,0,ouattara,,Cancer
josé sá,0,0,6.6,90,1035086,2023-09-16,0,sá,,Libra
nélson semedo,0,0,7.3,90,1035086,2023-09-16,1,semedo,,Libra
craig dawson,0,0,6.7,90,1035086,2023-09-16,0,dawson,,Libra
max kilman,0,0,6.2,90,1035086,2023-09-16,0,kilman,,Libra
rayan aït nouri,0,0,7.5,65,1035086,2023-09-16,1,nouri,,Libra
joão gomes,0,0,7.2,90,1035086,2023-09-16,1,gomes,,Libra
mario lemina,0,0,7.2,78,1035086,2023-09-16,1,lemina,,Libra
hee-chan hwang,1,0,6.9,60,1035086,2023-09-16,1,hwang,,Libra
jean-ricner bellegarde,0,0,6.3,77,1035086,2023-09-16,0,bellegarde,,Libra
pedro neto,0,1,7.5,90,1035086,2023-09-16,1,neto,,Libra
matheus cunha,0,0,7.0,61,1035086,2023-09-16,1,cunha,,Libra
matt doherty,0,0,6.3,30,1035086,2023-09-16,0,doherty,,Libra
fábio silva,0,0,6.5,29,1035086,2023-09-16,0,silva,,Libra
hugo bueno,0,0,5.9,25,1035086,2023-09-16,0,bueno,,Libra
tommy doyle,0,0,6.3,13,1035086,2023-09-16,0,doyle,,Libra
boubacar traoré,0,0,6.2,12,1035086,2023-09-16,0,traoré,,Libra
daniel bentley,0,0,0.0,0,1035086,2023-09-16,0,bentley,,Libra
toti gomes,0,0,0.0,0,1035086,2023-09-16,0,gomes,,Libra
saša kalajdžić,0,0,0.0,0,1035086,2023-09-16,0,kalajdžić,,Libra
pablo sarabia,0,0,0.0,0,1035086,2023-09-16,0,sarabia,,Libra
alisson,0,0,6.5,90,1035086,2023-09-16,0,alisson,,Libra
joe gomez,0,0,6.7,90,1035086,2023-09-16,0,gomez,,Libra
joël matip,0,0,7.2,90,1035086,2023-09-16,1,matip,,Libra
jarell quansah,0,0,7.3,83,1035086,2023-09-16,1,quansah,,Libra
andrew robertson,1,0,7.9,90,1035086,2023-09-16,1,robertson,,Libra
dominik szoboszlai,0,0,7.2,90,1035086,2023-09-16,1,szoboszlai,,Libra
alexis mac allister,0,0,6.6,45,1035086,2023-09-16,0,allister,,Libra
curtis jones,0,0,7.0,90,1035086,2023-09-16,1,jones,,Libra
mohamed salah,0,2,8.3,89,1035086,2023-09-16,1,salah,,Libra
cody gakpo,1,0,7.2,56,1035086,2023-09-16,1,gakpo,,Libra
diogo jota,0,0,7.0,56,1035086,2023-09-16,1,jota,,Libra
luis díaz,0,0,6.9,45,1035086,2023-09-16,0,díaz,,Libra
harvey elliott,0,0,7.2,34,1035086,2023-09-16,1,elliott,,Libra
darwin núñez,0,0,6.3,34,1035086,2023-09-16,0,núñez,,Libra
ibrahima konaté,0,0,7.2,20,1035086,2023-09-16,1,konaté,,Libra
ryan gravenberch,0,0,6.3,10,1035086,2023-09-16,0,gravenberch,,Libra
caoimhin kelleher,0,0,0.0,0,1035086,2023-09-16,0,kelleher,,Libra
konstantinos tsimikas,0,0,0.0,0,1035086,2023-09-16,0,tsimikas,,Libra
stefan bajčetić,0,0,0.0,0,1035086,2023-09-16,0,bajčetić,,Libra
wataru endo,0,0,0.0,0,1035086,2023-09-16,0,endo,,Libra
andré onana,0,0,6.9,90,1035081,2023-09-16,0,onana,,Libra
diogo dalot,0,0,6.9,90,1035081,2023-09-16,0,dalot,,Libra
victor lindelöf,0,0,6.7,90,1035081,2023-09-16,0,lindelöf,,Libra
lisandro martínez,0,1,6.3,85,1035081,2023-09-16,1,martínez,,Libra
sergio reguilón,0,0,6.7,85,1035081,2023-09-16,0,reguilón,,Libra
scott mctominay,0,0,6.3,85,1035081,2023-09-16,0,mctominay,,Libra
casemiro,0,0,6.6,64,1035081,2023-09-16,0,casemiro,,Libra
christian eriksen,0,0,6.9,90,1035081,2023-09-16,0,eriksen,,Libra
bruno fernandes,0,0,6.9,90,1035081,2023-09-16,0,fernandes,,Libra
marcus rashford,0,0,7.3,90,1035081,2023-09-16,1,rashford,,Libra
rasmus højlund,0,0,6.3,64,1035081,2023-09-16,0,højlund,,Libra
hannibal mejbri,1,0,7.5,26,1035081,2023-09-16,1,mejbri,,Libra
anthony martial,0,0,6.6,26,1035081,2023-09-16,0,martial,,Libra
aaron wan-bissaka,0,0,6.6,12,1035081,2023-09-16,0,wan-bissaka,,Libra
facundo pellistri,0,0,6.9,12,1035081,2023-09-16,0,pellistri,,Libra
alejandro garnacho,0,0,6.2,12,1035081,2023-09-16,0,garnacho,,Libra
altay bayındır,0,0,0.0,0,1035081,2023-09-16,0,bayındır,,Libra
jonny evans,0,0,0.0,0,1035081,2023-09-16,0,evans,,Libra
harry maguire,0,0,0.0,0,1035081,2023-09-16,0,maguire,,Libra
daniel gore,0,0,0.0,0,1035081,2023-09-16,0,gore,,Libra
jason steele,0,0,6.9,90,1035081,2023-09-16,0,steele,,Libra
joël veltman,0,0,7.5,90,1035081,2023-09-16,1,veltman,,Libra
jan paul van hecke,0,0,6.9,90,1035081,2023-09-16,0,hecke,,Libra
lewis dunk,0,0,7.2,90,1035081,2023-09-16,1,dunk,,Libra
tariq lamptey,0,2,7.3,77,1035081,2023-09-16,1,lamptey,,Libra
pascal groß,1,0,7.6,90,1035081,2023-09-16,1,groß,,Libra
mahmoud dahoud,0,0,6.7,77,1035081,2023-09-16,0,dahoud,,Libra
simon adingra,0,1,7.2,85,1035081,2023-09-16,1,adingra,,Libra
adam lallana,0,0,6.6,64,1035081,2023-09-16,0,lallana,,Libra
kaoru mitoma,0,0,5.9,90,1035081,2023-09-16,0,mitoma,,Libra
danny welbeck,1,0,7.7,64,1035081,2023-09-16,1,welbeck,,Libra
joão pedro,1,0,7.9,26,1035081,2023-09-16,1,pedro,,Libra
ansu fati,0,0,6.3,26,1035081,2023-09-16,0,fati,,Libra
billy gilmour,0,0,7.0,13,1035081,2023-09-16,1,gilmour,,Libra
james milner,0,0,6.5,13,1035081,2023-09-16,0,milner,,Libra
evan ferguson,0,0,6.6,12,1035081,2023-09-16,0,ferguson,,Libra
bart verbruggen,0,0,0.0,0,1035081,2023-09-16,0,verbruggen,,Libra
igor júlio,0,0,0.0,0,1035081,2023-09-16,0,júlio,,Libra
adam webster,0,0,0.0,0,1035081,2023-09-16,0,webster,,Libra
carlos baleba,0,0,0.0,0,1035081,2023-09-16,0,baleba,,Libra
bernd leno,0,0,7.2,90,1035080,2023-09-16,1,leno,,Libra
kenny tete,0,0,7.5,90,1035080,2023-09-16,1,tete,,Libra
issa diop,0,0,7.3,90,1035080,2023-09-16,1,diop,,Libra
tim ream,0,0,7.6,90,1035080,2023-09-16,1,ream,,Libra
timothy castagne,0,0,7.7,90,1035080,2023-09-16,1,castagne,,Libra
harrison reed,0,0,6.6,62,1035080,2023-09-16,0,reed,,Libra
joão palhinha,0,0,7.5,90,1035080,2023-09-16,1,palhinha,,Libra
andreas pereira,0,0,7.3,81,1035080,2023-09-16,1,pereira,,Libra
harry wilson,0,0,7.2,81,1035080,2023-09-16,1,wilson,,Libra
raúl jiménez,0,0,6.3,62,1035080,2023-09-16,0,jiménez,,Libra
willian,0,0,7.5,89,1035080,2023-09-16,1,willian,,Libra
alex iwobi,0,0,6.9,28,1035080,2023-09-16,0,iwobi,,Libra
carlos vinícius,1,0,7.2,28,1035080,2023-09-16,1,vinícius,,Libra
tom cairney,0,0,6.7,9,1035080,2023-09-16,0,cairney,,Libra
bobby decordova-reid,0,0,6.9,9,1035080,2023-09-16,0,decordova-reid,,Libra
calvin bassey,0,0,0.0,1,1035080,2023-09-16,0,bassey,,Libra
marek rodák,0,0,0.0,0,1035080,2023-09-16,0,rodák,,Libra
fodé ballo-touré,0,0,0.0,0,1035080,2023-09-16,0,ballo-touré,,Libra
tyrese francois,0,0,0.0,0,1035080,2023-09-16,0,francois,,Libra
rodrigo muniz,0,0,0.0,0,1035080,2023-09-16,0,muniz,,Libra
thomas kaminski,0,0,6.2,90,1035080,2023-09-16,0,kaminski,,Libra
issa kaboré,0,0,7.2,90,1035080,2023-09-16,1,kaboré,,Libra
reece burke,0,0,7.2,81,1035080,2023-09-16,1,burke,,Libra
tom lockyer,0,0,6.6,90,1035080,2023-09-16,0,lockyer,,Libra
mads juel andersen,0,0,6.9,90,1035080,2023-09-16,0,andersen,,Libra
amari'i bell,0,0,6.7,90,1035080,2023-09-16,0,bell,,Libra
albert sambi lokonga,0,0,6.3,74,1035080,2023-09-16,0,lokonga,,Libra
marvelous nakamba,0,0,7.2,90,1035080,2023-09-16,1,nakamba,,Libra
tahith chong,0,0,6.5,74,1035080,2023-09-16,0,chong,,Libra
jacob brown,0,0,7.2,74,1035080,2023-09-16,1,brown,,Libra
carlton morris,0,0,6.2,74,1035080,2023-09-16,0,morris,,Libra
pelly ruddock mpanzu,0,0,6.3,16,1035080,2023-09-16,0,mpanzu,,Libra
alfie doughty,0,0,6.3,16,1035080,2023-09-16,0,doughty,,Libra
chiedozie ogbene,0,0,6.7,16,1035080,2023-09-16,0,ogbene,,Libra
elijah adebayo,0,0,6.6,16,1035080,2023-09-16,0,adebayo,,Libra
cauley woodrow,0,0,6.7,9,1035080,2023-09-16,0,woodrow,,Libra
tim krul,0,0,0.0,0,1035080,2023-09-16,0,krul,,Libra
teden mengi,0,0,0.0,0,1035080,2023-09-16,0,mengi,,Libra
ryan giles,0,0,0.0,0,1035080,2023-09-16,0,giles,,Libra
luke berry,0,0,0.0,0,1035080,2023-09-16,0,berry,,Libra
mark flekken,0,0,6.3,90,1035088,2023-09-23,0,flekken,,Capricorn
mads roerslev,0,0,6.5,61,1035088,2023-09-23,0,roerslev,,Capricorn
nathan collins,0,0,6.2,90,1035088,2023-09-23,0,collins,,Capricorn
ethan pinnock,0,0,6.3,90,1035088,2023-09-23,0,pinnock,,Capricorn
aaron hickey,0,0,6.2,73,1035088,2023-09-23,0,hickey,,Capricorn
mathias jensen,1,0,7.0,90,1035088,2023-09-23,1,jensen,,Capricorn
christian nørgaard,0,0,6.9,90,1035088,2023-09-23,0,nørgaard,,Capricorn
vitaly janelt,0,1,7.0,62,1035088,2023-09-23,1,janelt,,Capricorn
bryan mbeumo,0,0,7.0,90,1035088,2023-09-23,1,mbeumo,,Capricorn
yoane wissa,0,0,6.6,90,1035088,2023-09-23,0,wissa,,Capricorn
keane lewis-potter,0,0,6.3,89,1035088,2023-09-23,0,lewis-potter,,Capricorn
kristoffer ajer,0,0,6.7,29,1035088,2023-09-23,0,ajer,,Capricorn
frank onyeka,0,0,6.6,28,1035088,2023-09-23,0,onyeka,,Capricorn
saman ghoddos,0,0,6.9,17,1035088,2023-09-23,0,ghoddos,,Capricorn
michael olakigbe,0,0,6.3,8,1035088,2023-09-23,0,olakigbe,,Capricorn
thomas strakosha,0,0,0.0,0,1035088,2023-09-23,0,strakosha,,Capricorn
ellery balcombe,0,0,0.0,0,1035088,2023-09-23,0,balcombe,,Capricorn
zanka,0,0,0.0,0,1035088,2023-09-23,0,zanka,,Capricorn
yehor yarmoliuk,0,0,0.0,0,1035088,2023-09-23,0,yarmoliuk,,Capricorn
ethan brierley,0,0,0.0,0,1035088,2023-09-23,0,brierley,,Capricorn
jordan pickford,0,0,6.7,90,1035088,2023-09-23,0,pickford,,Capricorn
ashley young,0,0,6.5,90,1035088,2023-09-23,0,young,,Capricorn
james tarkowski,1,1,9.0,90,1035088,2023-09-23,1,tarkowski,,Capricorn
jarrad branthwaite,0,0,7.2,90,1035088,2023-09-23,1,branthwaite,,Capricorn
vitaliy mykolenko,0,0,6.9,90,1035088,2023-09-23,0,mykolenko,,Capricorn
james garner,0,1,8.0,90,1035088,2023-09-23,1,garner,,Capricorn
amadou onana,0,0,7.3,77,1035088,2023-09-23,1,onana,,Capricorn
idrissa gueye,0,0,7.3,90,1035088,2023-09-23,1,gueye,,Capricorn
dwight mcneil,0,1,7.6,90,1035088,2023-09-23,1,mcneil,,Capricorn
abdoulaye doucouré,1,0,7.3,90,1035088,2023-09-23,1,doucouré,,Capricorn
beto,0,0,7.2,63,1035088,2023-09-23,1,beto,,Capricorn
dominic calvert-lewin,1,0,7.0,27,1035088,2023-09-23,1,calvert-lewin,,Capricorn
arnaut danjuma,0,0,6.2,13,1035088,2023-09-23,0,danjuma,,Capricorn
joão virgínia,0,0,0.0,0,1035088,2023-09-23,0,virgínia,,Capricorn
ben godfrey,0,0,0.0,0,1035088,2023-09-23,0,godfrey,,Capricorn
nathan patterson,0,0,0.0,0,1035088,2023-09-23,0,patterson,,Capricorn
michael keane,0,0,0.0,0,1035088,2023-09-23,0,keane,,Capricorn
mackenzie hunt,0,0,0.0,0,1035088,2023-09-23,0,hunt,,Capricorn
lewis dobbin,0,0,0.0,0,1035088,2023-09-23,0,dobbin,,Capricorn
youssef chermiti,0,0,0.0,0,1035088,2023-09-23,0,chermiti,,Capricorn
james trafford,0,0,7.2,90,1035090,2023-09-23,1,trafford,,Capricorn
connor roberts,0,0,6.9,90,1035090,2023-09-23,0,roberts,,Capricorn
ameen al-dakhil,0,0,7.2,90,1035090,2023-09-23,1,al-dakhil,,Capricorn
jordan beyer,0,0,6.9,90,1035090,2023-09-23,0,beyer,,Capricorn
charlie taylor,0,0,7.2,90,1035090,2023-09-23,1,taylor,,Capricorn
aaron ramsey,0,0,7.6,73,1035090,2023-09-23,1,ramsey,,Capricorn
josh cullen,0,0,7.2,90,1035090,2023-09-23,1,cullen,,Capricorn
josh brownhill,0,0,7.5,86,1035090,2023-09-23,1,brownhill,,Capricorn
jóhann guðmundsson,0,0,6.6,20,1035090,2023-09-23,0,guðmundsson,,Capricorn
zeki amdouni,0,0,6.7,73,1035090,2023-09-23,0,amdouni,,Capricorn
luca koleosho,0,0,6.9,73,1035090,2023-09-23,0,koleosho,,Capricorn
mike trésor,0,0,6.9,70,1035090,2023-09-23,0,trésor,,Capricorn
sander berge,0,0,7.0,17,1035090,2023-09-23,1,berge,,Capricorn
jay rodriguez,0,0,6.6,17,1035090,2023-09-23,0,rodriguez,,Capricorn
jacob bruun larsen,0,0,7.2,17,1035090,2023-09-23,1,larsen,,Capricorn
manuel benson,0,0,7.3,9,1035090,2023-09-23,1,benson,,Capricorn
arijanet murić,0,0,0.0,0,1035090,2023-09-23,0,murić,,Capricorn
hannes delcroix,0,0,0.0,0,1035090,2023-09-23,0,delcroix,,Capricorn
jack cork,0,0,0.0,0,1035090,2023-09-23,0,cork,,Capricorn
anass zaroury,0,0,0.0,0,1035090,2023-09-23,0,zaroury,,Capricorn
andré onana,0,0,7.6,90,1035090,2023-09-23,1,onana,,Capricorn
