player,goals,assists,rating,minutes,match_id,date,performed,,,,,,,,
chido obi-martin,0,0,6.5,90,1208365,04-05-2025,0,,,,,,,,
harry maguire,0,0,6.3,55,1208365,04-05-2025,0,,,,,,,,
leny yoro,0,0,6.3,45,1208365,04-05-2025,0,,,,,,,,
amad diallo,1,0,7.3,45,1208365,04-05-2025,1,,,,,,,,
christian eriksen,0,1,6.9,33,1208365,04-05-2025,1,,,,,,,,
victor lindelöf,0,0,6.3,14,1208365,04-05-2025,0,,,,,,,,
tom heaton,0,0,0,0,1208365,04-05-2025,0,,,,,,,,
bruno fernandes,0,0,0,0,1208365,04-05-2025,0,,,,,,,,
casemiro,0,0,0,0,1208365,04-05-2025,0,,,,,,,,
rasmus højlund,0,0,0,0,1208365,04-05-2025,0,,,,,,,,
robert sánchez,0,0,6.6,90,1208367,04-05-2025,0,,,,,,,,
moisés caicedo,0,0,7.9,90,1208367,04-05-2025,1,,,,,,,,
trevoh chalobah,0,0,6.9,90,1208367,04-05-2025,0,,,,,,,,
levi colwill,0,0,6.9,90,1208367,04-05-2025,0,,,,,,,,
marc cucurella,0,0,7.3,90,1208367,04-05-2025,1,,,,,,,,
roméo lavia,0,0,6.9,78,1208367,04-05-2025,0,,,,,,,,
enzo fernández,1,0,8,88,1208367,04-05-2025,1,,,,,,,,
pedro neto,0,1,7.5,90,1208367,04-05-2025,1,,,,,,,,
cole palmer,1,0,8.3,90,1208367,04-05-2025,1,,,,,,,,
noni madueke,0,0,7.3,90,1208367,04-05-2025,1,,,,,,,,
nicolas jackson,0,0,6.9,72,1208367,04-05-2025,0,,,,,,,,
jadon sancho,0,0,6.7,18,1208367,04-05-2025,0,,,,,,,,
malo gusto,0,0,6.3,12,1208367,04-05-2025,0,,,,,,,,
reece james,0,0,6.7,10,1208367,04-05-2025,0,,,,,,,,
filip jørgensen,0,0,0,0,1208367,04-05-2025,0,,,,,,,,
benoît badiashile,0,0,0,0,1208367,04-05-2025,0,,,,,,,,
tosin adarabioyo,0,0,0,0,1208367,04-05-2025,0,,,,,,,,
josh acheampong,0,0,0,0,1208367,04-05-2025,0,,,,,,,,
tyrique george,0,0,0,0,1208367,04-05-2025,0,,,,,,,,
kiernan dewsbury-hall,0,0,0,0,1208367,04-05-2025,0,,,,,,,,
alisson,0,0,7.3,90,1208367,04-05-2025,1,,,,,,,,
trent alexander-arnold,0,0,6.3,57,1208367,04-05-2025,0,,,,,,,,
jarell quansah,0,0,5.9,90,1208367,04-05-2025,0,,,,,,,,
virgil van dijk,1,0,7.3,90,1208367,04-05-2025,1,,,,,,,,
konstantinos tsimikas,0,0,6.9,82,1208367,04-05-2025,0,,,,,,,,
wataru endo,0,0,7.7,69,1208367,04-05-2025,1,,,,,,,,
curtis jones,0,0,6.9,90,1208367,04-05-2025,0,,,,,,,,
mohamed salah,0,0,6.9,90,1208367,04-05-2025,0,,,,,,,,
harvey elliott,0,0,6.7,69,1208367,04-05-2025,0,,,,,,,,
cody gakpo,0,0,6.9,90,1208367,04-05-2025,0,,,,,,,,
diogo jota,0,0,6.3,58,1208367,04-05-2025,0,,,,,,,,
conor bradley,0,0,6.7,33,1208367,04-05-2025,0,,,,,,,,
darwin núñez,0,0,6.2,32,1208367,04-05-2025,0,,,,,,,,
alexis mac allister,0,1,7.2,21,1208367,04-05-2025,1,,,,,,,,
dominik szoboszlai,0,0,6.5,21,1208367,04-05-2025,0,,,,,,,,
federico chiesa,0,0,6.2,8,1208367,04-05-2025,0,,,,,,,,
caoimhin kelleher,0,0,0,0,1208367,04-05-2025,0,,,,,,,,
ibrahima konaté,0,0,0,0,1208367,04-05-2025,0,,,,,,,,
andrew robertson,0,0,0,0,1208367,04-05-2025,0,,,,,,,,
luis díaz,0,0,0,0,1208367,04-05-2025,0,,,,,,,,
dean henderson,0,0,6.2,90,1208388,20-05-2025,0,,,,,,,,
joel ward,0,0,6,71,1208388,20-05-2025,0,,,,,,,,
maxence lacroix,0,0,6.5,90,1208388,20-05-2025,0,,,,,,,,
chris richards,0,0,6.6,90,1208388,20-05-2025,0,,,,,,,,
daniel muñoz,0,0,7,90,1208388,20-05-2025,1,,,,,,,,
will hughes,0,0,6.5,45,1208388,20-05-2025,0,,,,,,,,
jefferson lerma,0,0,6.9,90,1208388,20-05-2025,0,,,,,,,,
ben chilwell,1,0,7.9,90,1208388,20-05-2025,1,,,,,,,,
ismaïla sarr,0,1,7,63,1208388,20-05-2025,1,,,,,,,,
romain esse,0,1,7.9,81,1208388,20-05-2025,1,,,,,,,,
edward nketiah,2,0,8.2,81,1208388,20-05-2025,1,,,,,,,,
justin devenny,0,1,6.6,45,1208388,20-05-2025,1,,,,,,,,
matheus frança,0,0,7,27,1208388,20-05-2025,1,,,,,,,,
daichi kamada,0,0,6.5,19,1208388,20-05-2025,0,,,,,,,,
eberechi eze,1,0,7.6,9,1208388,20-05-2025,1,,,,,,,,
jean-philippe mateta,0,0,6.7,9,1208388,20-05-2025,0,,,,,,,,
matt turner,0,0,0,0,1208388,20-05-2025,0,,,,,,,,
caleb kporha,0,0,0,0,1208388,20-05-2025,0,,,,,,,,
nathaniel clyne,0,0,0,0,1208388,20-05-2025,0,,,,,,,,
tyrick mitchell,0,0,0,0,1208388,20-05-2025,0,,,,,,,,
daniel bentley,0,0,6.9,90,1208388,20-05-2025,0,,,,,,,,
nasser djiga,0,0,6.3,45,1208388,20-05-2025,0,,,,,,,,
emmanuel agbadou,1,0,6.7,90,1208388,20-05-2025,1,,,,,,,,
toti gomes,0,0,6.3,90,1208388,20-05-2025,0,,,,,,,,
rodrigo gomes,0,0,6.3,81,1208388,20-05-2025,0,,,,,,,,
jean-ricner bellegarde,0,1,7.2,90,1208388,20-05-2025,1,,,,,,,,
andré,0,0,6.7,45,1208388,20-05-2025,0,,,,,,,,
rayan aït nouri,0,0,7.3,90,1208388,20-05-2025,1,,,,,,,,
pablo sarabia,0,0,6.3,67,1208388,20-05-2025,0,,,,,,,,
gonçalo guedes,0,0,6.6,90,1208388,20-05-2025,0,,,,,,,,
jørgen strand larsen,1,1,8,67,1208388,20-05-2025,1,,,,,,,,
joão gomes,0,0,7,45,1208388,20-05-2025,1,,,,,,,,
nélson semedo,0,0,6.3,45,1208388,20-05-2025,0,,,,,,,,
marshall munetsi,0,0,6.3,23,1208388,20-05-2025,0,,,,,,,,
matheus cunha,0,0,7.5,23,1208388,20-05-2025,1,,,,,,,,
hee-chan hwang,0,0,6.7,9,1208388,20-05-2025,0,,,,,,,,
tom king,0,0,0,0,1208388,20-05-2025,0,,,,,,,,
matt doherty,0,0,0,0,1208388,20-05-2025,0,,,,,,,,
santiago bueno,0,0,0,0,1208388,20-05-2025,0,,,,,,,,
pedro lima,0,0,0,0,1208388,20-05-2025,0,,,,,,,,
altay bayındır,0,0,7,90,1208397,25-05-2025,1,,,,,,,,
victor lindelöf,0,0,7.3,90,1208397,25-05-2025,1,,,,,,,,
harry maguire,0,0,7.2,90,1208397,25-05-2025,1,,,,,,,,
ayden heaven,0,0,7.2,66,1208397,25-05-2025,1,,,,,,,,
noussair mazraoui,0,0,7.2,20,1208397,25-05-2025,1,,,,,,,,
bruno fernandes,0,1,9.2,90,1208397,25-05-2025,1,,,,,,,,
casemiro,0,0,8.3,90,1208397,25-05-2025,1,,,,,,,,
patrick dorgu,0,0,7.3,90,1208397,25-05-2025,1,,,,,,,,
amad diallo,1,0,8.2,90,1208397,25-05-2025,1,,,,,,,,
mason mount,0,0,6.9,66,1208397,25-05-2025,0,,,,,,,,
rasmus højlund,0,0,7.2,81,1208397,25-05-2025,1,,,,,,,,
diogo dalot,0,0,6.9,25,1208397,25-05-2025,0,,,,,,,,
kobbie mainoo,0,0,6.9,45,1208397,25-05-2025,0,,,,,,,,
jonny evans,0,0,7.3,24,1208397,25-05-2025,1,,,,,,,,
christian eriksen,1,0,7.7,24,1208397,25-05-2025,1,,,,,,,,
chido obi-martin,0,0,6.6,9,1208397,25-05-2025,0,,,,,,,,
tom heaton,0,0,0,0,1208397,25-05-2025,0,,,,,,,,
tyler fredricson,0,0,0,0,1208397,25-05-2025,0,,,,,,,,
manuel ugarte,0,0,0,0,1208397,25-05-2025,0,,,,,,,,
toby collyer,0,0,0,0,1208397,25-05-2025,0,,,,,,,,
emiliano martínez,0,0,7,46,1208397,25-05-2025,1,,,,,,,,
matty cash,0,0,7,90,1208397,25-05-2025,1,,,,,,,,
ezri konsa,0,0,6.3,90,1208397,25-05-2025,0,,,,,,,,
pau torres,0,0,6.3,90,1208397,25-05-2025,0,,,,,,,,
ian maatsen,0,0,5.2,90,1208397,25-05-2025,0,,,,,,,,
boubacar kamara,0,0,6.9,84,1208397,25-05-2025,0,,,,,,,,
amadou onana,0,0,7.2,63,1208397,25-05-2025,1,,,,,,,,
morgan rogers,0,0,5.9,84,1208397,25-05-2025,0,,,,,,,,
marco asensio,0,0,6.6,45,1208397,25-05-2025,0,,,,,,,,
john mcginn,0,0,6.6,62,1208397,25-05-2025,0,,,,,,,,
ollie watkins,0,0,6.3,90,1208397,25-05-2025,0,,,,,,,,
robin olsen,0,0,6.9,45,1208397,25-05-2025,0,,,,,,,,
youri tielemans,0,0,6.6,28,1208397,25-05-2025,0,,,,,,,,
jacob ramsey,0,0,6.2,27,1208397,25-05-2025,0,,,,,,,,
ross barkley,0,0,6.6,15,1208397,25-05-2025,0,,,,,,,,
donyell malen,0,0,6.9,15,1208397,25-05-2025,0,,,,,,,,
tyrone mings,0,0,0,0,1208397,25-05-2025,0,,,,,,,,
lucas digne,0,0,0,0,1208397,25-05-2025,0,,,,,,,,
andrés garcía,0,0,0,0,1208397,25-05-2025,0,,,,,,,,
leon bailey,0,0,0,0,1208397,25-05-2025,0,,,,,,,,
nick pope,0,0,7.3,90,1208398,25-05-2025,1,,,,,,,,
fabian schär,0,0,7,90,1208398,25-05-2025,1,,,,,,,,
sven botman,0,0,7.3,63,1208398,25-05-2025,1,,,,,,,,
dan burn,0,0,7.3,90,1208398,25-05-2025,1,,,,,,,,
jacob murphy,0,0,6.7,70,1208398,25-05-2025,0,,,,,,,,
bruno guimarães,0,0,7,90,1208398,25-05-2025,1,,,,,,,,
sandro tonali,0,0,8.2,90,1208398,25-05-2025,1,,,,,,,,
valentino livramento,0,0,7,90,1208398,25-05-2025,1,,,,,,,,
harvey barnes,0,0,6.6,88,1208398,25-05-2025,0,,,,,,,,
alexander isak,0,0,6.6,90,1208398,25-05-2025,0,,,,,,,,
anthony gordon,0,0,6.9,45,1208398,25-05-2025,0,,,,,,,,
joe willock,0,0,6.2,45,1208398,25-05-2025,0,,,,,,,,
kieran trippier,0,0,7.2,27,1208398,25-05-2025,1,,,,,,,,
callum wilson,0,0,6.3,20,1208398,25-05-2025,0,,,,,,,,
william osula,0,0,6.9,9,1208398,25-05-2025,0,,,,,,,,
martin dúbravka,0,0,0,0,1208398,25-05-2025,0,,,,,,,,
jamaal lascelles,0,0,0,0,1208398,25-05-2025,0,,,,,,,,
emil krafth,0,0,0,0,1208398,25-05-2025,0,,,,,,,,
sean longstaff,0,0,0,0,1208398,25-05-2025,0,,,,,,,,
lewis miley,0,0,0,0,1208398,25-05-2025,0,,,,,,,,
jordan pickford,0,0,9,90,1208398,25-05-2025,1,,,,,,,,
ashley young,0,0,7.2,90,1208398,25-05-2025,1,,,,,,,,
jake o'brien,0,0,7.3,90,1208398,25-05-2025,1,,,,,,,,
michael keane,0,0,7.3,90,1208398,25-05-2025,1,,,,,,,,
vitaliy mykolenko,0,1,7.2,90,1208398,25-05-2025,1,,,,,,,,
james garner,0,0,7.5,90,1208398,25-05-2025,1,,,,,,,,
idrissa gueye,0,0,6.6,90,1208398,25-05-2025,0,,,,,,,,
jack harrison,0,0,6.7,90,1208398,25-05-2025,0,,,,,,,,
carlos alcaraz,1,0,7.9,76,1208398,25-05-2025,1,,,,,,,,
iliman ndiaye,0,0,7.7,76,1208398,25-05-2025,1,,,,,,,,
beto,0,0,7,88,1208398,25-05-2025,1,,,,,,,,
dwight mcneil,0,0,7,14,1208398,25-05-2025,1,,,,,,,,
abdoulaye doucouré,0,0,6.3,14,1208398,25-05-2025,0,,,,,,,,
dominic calvert-lewin,0,0,5.6,9,1208398,25-05-2025,0,,,,,,,,
joão virgínia,0,0,0,0,1208398,25-05-2025,0,,,,,,,,
asmir begović,0,0,0,0,1208398,25-05-2025,0,,,,,,,,
nathan patterson,0,0,0,0,1208398,25-05-2025,0,,,,,,,,
reece welch,0,0,0,0,1208398,25-05-2025,0,,,,,,,,
armando broja,0,0,0,0,1208398,25-05-2025,0,,,,,,,,
youssef chermiti,0,0,0,0,1208398,25-05-2025,0,,,,,,,,
kepa arrizabalaga,0,0,6.6,90,1208393,25-05-2025,0,,,,,,,,
adam smith,0,0,7.5,90,1208393,25-05-2025,1,,,,,,,,
illia zabarnyi,0,1,7.9,90,1208393,25-05-2025,1,,,,,,,,
marcos senesi,0,0,7.3,78,1208393,25-05-2025,1,,,,,,,,
miloš kerkez,0,0,7,90,1208393,25-05-2025,1,,,,,,,,
tyler adams,0,0,7.2,90,1208393,25-05-2025,1,,,,,,,,
marcus tavernier,0,0,8.5,89,1208393,25-05-2025,1,,,,,,,,
david brooks,0,0,7.3,63,1208393,25-05-2025,1,,,,,,,,
justin kluivert,0,0,7.3,89,1208393,25-05-2025,1,,,,,,,,
antoine semenyo,2,0,8.5,90,1208393,25-05-2025,1,,,,,,,,
evanilson,0,0,6.6,89,1208393,25-05-2025,0,,,,,,,,
daniel jebbison,0,0,6.6,27,1208393,25-05-2025,0,,,,,,,,
dean huijsen,0,1,6.9,12,1208393,25-05-2025,1,,,,,,,,
julio soler,0,0,0,1,1208393,25-05-2025,0,,,,,,,,
alex scott,0,0,0,1,1208393,25-05-2025,0,,,,,,,,
ben winterburn,0,0,0,1,1208393,25-05-2025,0,,,,,,,,
will dennis,0,0,0,0,1208393,25-05-2025,0,,,,,,,,
julián araujo,0,0,0,0,1208393,25-05-2025,0,,,,,,,,
james hill,0,0,0,0,1208393,25-05-2025,0,,,,,,,,
zain silcott-duberry,0,0,0,0,1208393,25-05-2025,0,,,,,,,,
jakub stolarczyk,0,0,7.2,90,1208393,25-05-2025,1,,,,,,,,
james justin,0,0,7.7,90,1208393,25-05-2025,1,,,,,,,,
wout faes,0,0,6.6,90,1208393,25-05-2025,0,,,,,,,,
conor coady,0,0,6.2,90,1208393,25-05-2025,0,,,,,,,,
luke thomas,0,0,6.9,72,1208393,25-05-2025,0,,,,,,,,
oliver skipp,0,0,6.9,72,1208393,25-05-2025,0,,,,,,,,
boubakary soumaré,0,0,6,90,1208393,25-05-2025,0,,,,,,,,
kasey mcateer,0,0,6.9,86,1208393,25-05-2025,0,,,,,,,,
jordan ayew,0,0,6.3,90,1208393,25-05-2025,0,,,,,,,,
victor kristiansen,0,0,6.3,89,1208393,25-05-2025,0,,,,,,,,
patson daka,0,0,6.3,72,1208393,25-05-2025,0,,,,,,,,
facundo buonanotte,0,0,6.2,18,1208393,25-05-2025,0,,,,,,,,
ricardo pereira,0,0,6.2,18,1208393,25-05-2025,0,,,,,,,,
jeremy monga,0,0,6.5,18,1208393,25-05-2025,0,,,,,,,,
jake evans,0,0,6.2,10,1208393,25-05-2025,0,,,,,,,,
olabade aluko,0,0,0,1,1208393,25-05-2025,0,,,,,,,,
daniel iversen,0,0,0,0,1208393,25-05-2025,0,,,,,,,,
caleb okoli,0,0,0,0,1208393,25-05-2025,0,,,,,,,,
michael golding,0,0,0,0,1208393,25-05-2025,0,,,,,,,,
sammy braybrooke,0,0,0,0,1208393,25-05-2025,0,,,,,,,,
mads hermansen,0,0,7.3,90,1208088,05-10-2024,1,,,,,,,,
james justin,0,1,7.3,90,1208088,05-10-2024,1,,,,,,,,
wout faes,0,0,7.7,90,1208088,05-10-2024,1,,,,,,,,
caleb okoli,0,0,7.5,90,1208088,05-10-2024,1,,,,,,,,
victor kristiansen,0,0,6.9,90,1208088,05-10-2024,0,,,,,,,,
wilfred ndidi,0,0,6.9,90,1208088,05-10-2024,0,,,,,,,,
oliver skipp,0,0,6.9,90,1208088,05-10-2024,0,,,,,,,,
facundo buonanotte,1,0,8.2,82,1208088,05-10-2024,1,,,,,,,,
jordan ayew,0,0,6.9,88,1208088,05-10-2024,0,,,,,,,,
stephy mavididi,0,0,6.3,82,1208088,05-10-2024,0,,,,,,,,
jamie vardy,0,0,6.3,74,1208088,05-10-2024,0,,,,,,,,
odsonne édouard,0,0,6.7,16,1208088,05-10-2024,0,,,,,,,,
bobby decordova-reid,0,0,6.2,8,1208088,05-10-2024,0,,,,,,,,
abdul fatawu issahaku,0,0,6.5,8,1208088,05-10-2024,0,,,,,,,,
boubakary soumaré,0,0,6.7,8,1208088,05-10-2024,0,,,,,,,,
danny ward,0,0,0,0,1208088,05-10-2024,0,,,,,,,,
ricardo pereira,0,0,0,0,1208088,05-10-2024,0,,,,,,,,
conor coady,0,0,0,0,1208088,05-10-2024,0,,,,,,,,
harry winks,0,0,0,0,1208088,05-10-2024,0,,,,,,,,
bilal el khannouss,0,0,0,0,1208088,05-10-2024,0,,,,,,,,
kepa arrizabalaga,0,0,6.6,90,1208088,05-10-2024,0,,,,,,,,
adam smith,0,0,6.3,63,1208088,05-10-2024,0,,,,,,,,
illia zabarnyi,0,0,6.9,90,1208088,05-10-2024,0,,,,,,,,
marcos senesi,0,0,6.9,90,1208088,05-10-2024,0,,,,,,,,
miloš kerkez,0,0,6.9,63,1208088,05-10-2024,0,,,,,,,,
lewis cook,0,0,7.7,90,1208088,05-10-2024,1,,,,,,,,
ryan christie,0,0,7.2,74,1208088,05-10-2024,1,,,,,,,,
antoine semenyo,0,0,7.7,90,1208088,05-10-2024,1,,,,,,,,
justin kluivert,0,0,6.6,45,1208088,05-10-2024,0,,,,,,,,
marcus tavernier,0,0,6.9,90,1208088,05-10-2024,0,,,,,,,,
evanilson,0,0,6.6,81,1208088,05-10-2024,0,,,,,,,,
dango ouattara,0,0,6.5,45,1208088,05-10-2024,0,,,,,,,,
luis sinisterra,0,0,7.2,27,1208088,05-10-2024,1,,,,,,,,
alex scott,0,0,7.3,27,1208088,05-10-2024,1,,,,,,,,
enes ünal,0,0,6.3,16,1208088,05-10-2024,0,,,,,,,,
david brooks,0,0,6.6,9,1208088,05-10-2024,0,,,,,,,,
mark travers,0,0,0,0,1208088,05-10-2024,0,,,,,,,,
dean huijsen,0,0,0,0,1208088,05-10-2024,0,,,,,,,,
james hill,0,0,0,0,1208088,05-10-2024,0,,,,,,,,
julian araujo,0,0,0,0,1208088,05-10-2024,0,,,,,,,,
alphonse aréola,0,0,6.9,90,1208090,05-10-2024,0,,,,,,,,
aaron wan-bissaka,0,0,7,90,1208090,05-10-2024,1,,,,,,,,
jean-clair todibo,0,0,7.2,90,1208090,05-10-2024,1,,,,,,,,
max kilman,0,0,6.9,90,1208090,05-10-2024,0,,,,,,,,
emerson palmieri,0,0,7.3,83,1208090,05-10-2024,1,,,,,,,,
guido rodríguez,0,0,6.6,70,1208090,05-10-2024,0,,,,,,,,
jarrod bowen,1,1,8.6,90,1208090,05-10-2024,1,,,,,,,,
tomáš souček,0,0,7,90,1208090,05-10-2024,1,,,,,,,,
lucas paquetá,1,0,8,83,1208090,05-10-2024,1,,,,,,,,
mohammed kudus,1,0,7,86,1208090,05-10-2024,1,,,,,,,,
michail antonio,1,0,7.3,70,1208090,05-10-2024,1,,,,,,,,
carlos soler,0,0,6.6,20,1208090,05-10-2024,0,,,,,,,,
edson álvarez,0,0,7,20,1208090,05-10-2024,1,,,,,,,,
aaron cresswell,0,0,6.7,12,1208090,05-10-2024,0,,,,,,,,
crysencio summerville,0,0,6.3,12,1208090,05-10-2024,0,,,,,,,,
luis guilherme,0,0,6.6,9,1208090,05-10-2024,0,,,,,,,,
łukasz fabiański,0,0,0,0,1208090,05-10-2024,0,,,,,,,,
vladimír coufal,0,0,0,0,1208090,05-10-2024,0,,,,,,,,
konstantinos mavropanos,0,0,0,0,1208090,05-10-2024,0,,,,,,,,
danny ings,0,0,0,0,1208090,05-10-2024,0,,,,,,,,
arijanet murić,0,0,7.6,90,1208090,05-10-2024,1,,,,,,,,
ben johnson,0,0,6.6,90,1208090,05-10-2024,0,,,,,,,,
dara o'shea,0,0,7,90,1208090,05-10-2024,1,,,,,,,,
jacob greaves,0,0,6.6,90,1208090,05-10-2024,0,,,,,,,,
leif davis,0,0,6.9,90,1208090,05-10-2024,0,,,,,,,,
sam morsy,0,0,6.3,90,1208090,05-10-2024,0,,,,,,,,
kalvin phillips,0,0,6.3,74,1208090,05-10-2024,0,,,,,,,,
wes burns,0,0,6.7,73,1208090,05-10-2024,0,,,,,,,,
omari hutchinson,0,0,6.2,83,1208090,05-10-2024,0,,,,,,,,
jack clarke,0,0,6.5,73,1208090,05-10-2024,0,,,,,,,,
liam delap,1,0,7,83,1208090,05-10-2024,1,,,,,,,,
sammie szmodics,0,0,6.9,17,1208090,05-10-2024,0,,,,,,,,
chiedozie ogbene,0,0,6.7,17,1208090,05-10-2024,0,,,,,,,,
jack taylor,0,0,6.7,16,1208090,05-10-2024,0,,,,,,,,
conor chaplin,0,0,6.6,12,1208090,05-10-2024,0,,,,,,,,
george hirst,0,0,6.5,12,1208090,05-10-2024,0,,,,,,,,
christian walton,0,0,0,0,1208090,05-10-2024,0,,,,,,,,
harry clarke,0,0,0,0,1208090,05-10-2024,0,,,,,,,,
luke woolfenden,0,0,0,0,1208090,05-10-2024,0,,,,,,,,
conor townsend,0,0,0,0,1208090,05-10-2024,0,,,,,,,,
ederson,0,0,6.7,90,1208089,05-10-2024,0,,,,,,,,
rico lewis,0,1,7.2,90,1208089,05-10-2024,1,,,,,,,,
manuel akanji,0,0,6.9,62,1208089,05-10-2024,0,,,,,,,,
rúben dias,0,0,7,90,1208089,05-10-2024,1,,,,,,,,
joško gvardiol,0,0,7.3,90,1208089,05-10-2024,1,,,,,,,,
mateo kovačić,2,0,8.2,90,1208089,05-10-2024,1,,,,,,,,
bernardo silva,0,1,8.3,90,1208089,05-10-2024,1,,,,,,,,
phil foden,0,0,7.2,78,1208089,05-10-2024,1,,,,,,,,
i̇lkay gündoğan,0,0,6.9,89,1208089,05-10-2024,0,,,,,,,,
jack grealish,0,0,6.9,62,1208089,05-10-2024,0,,,,,,,,
erling haaland,0,0,7.3,90,1208089,05-10-2024,1,,,,,,,,
kyle walker,0,0,6.5,28,1208089,05-10-2024,0,,,,,,,,
jérémy doku,1,0,7,28,1208089,05-10-2024,1,,,,,,,,
john stones,0,0,6.3,12,1208089,05-10-2024,0,,,,,,,,
matheus nunes,0,0,0,1,1208089,05-10-2024,0,,,,,,,,
stefan ortega,0,0,0,0,1208089,05-10-2024,0,,,,,,,,
scott carson,0,0,0,0,1208089,05-10-2024,0,,,,,,,,
savinho,0,0,0,0,1208089,05-10-2024,0,,,,,,,,
james mcatee,0,0,0,0,1208089,05-10-2024,0,,,,,,,,
bernd leno,0,0,6.2,90,1208089,05-10-2024,0,,,,,,,,
alex iwobi,0,0,7.3,77,1208089,05-10-2024,1,,,,,,,,
kenny tete,0,0,6.6,77,1208089,05-10-2024,0,,,,,,,,
joachim andersen,0,0,6.6,90,1208089,05-10-2024,0,,,,,,,,
calvin bassey,0,0,7.3,90,1208089,05-10-2024,1,,,,,,,,
antonee robinson,0,0,6,90,1208089,05-10-2024,0,,,,,,,,
andreas pereira,1,0,7.5,65,1208089,05-10-2024,1,,,,,,,,
sander berge,0,0,6.5,65,1208089,05-10-2024,0,,,,,,,,
saša lukić,0,0,6.7,90,1208089,05-10-2024,0,,,,,,,,
adama traoré,0,0,5.6,90,1208089,05-10-2024,0,,,,,,,,
raúl jiménez,0,1,7.9,77,1208089,05-10-2024,1,,,,,,,,
emile smith rowe,0,0,6.6,25,1208089,05-10-2024,0,,,,,,,,
tom cairney,0,0,6.9,25,1208089,05-10-2024,0,,,,,,,,
timothy castagne,0,0,6.7,13,1208089,05-10-2024,0,,,,,,,,
reiss nelson,0,1,7.3,13,1208089,05-10-2024,1,,,,,,,,
rodrigo muniz,1,0,7.2,13,1208089,05-10-2024,1,,,,,,,,
steven benda,0,0,0,0,1208089,05-10-2024,0,,,,,,,,
issa diop,0,0,0,0,1208089,05-10-2024,0,,,,,,,,
harrison reed,0,0,0,0,1208089,05-10-2024,0,,,,,,,,
harry wilson,0,0,0,0,1208089,05-10-2024,0,,,,,,,,
nick pope,0,0,7.6,90,1208311,16-04-2025,1,,,,,,,,
kieran trippier,0,1,7.9,79,1208311,16-04-2025,1,,,,,,,,
fabian schär,1,0,8.2,90,1208311,16-04-2025,1,,,,,,,,
dan burn,0,0,7.5,90,1208311,16-04-2025,1,,,,,,,,
valentino livramento,0,0,7.2,90,1208311,16-04-2025,1,,,,,,,,
bruno guimarães,0,0,6.9,72,1208311,16-04-2025,0,,,,,,,,
sandro tonali,0,1,7.3,90,1208311,16-04-2025,1,,,,,,,,
joelinton,0,1,6.6,62,1208311,16-04-2025,1,,,,,,,,
jacob murphy,1,1,8.5,62,1208311,16-04-2025,1,,,,,,,,
alexander isak,1,0,6.3,72,1208311,16-04-2025,1,,,,,,,,
harvey barnes,1,0,7.3,90,1208311,16-04-2025,1,,,,,,,,
joe willock,0,0,6.9,28,1208311,16-04-2025,0,,,,,,,,
anthony gordon,0,0,6.3,28,1208311,16-04-2025,0,,,,,,,,
sean longstaff,0,0,6.6,18,1208311,16-04-2025,0,,,,,,,,
callum wilson,0,0,6.3,18,1208311,16-04-2025,0,,,,,,,,
emil krafth,0,0,6.5,11,1208311,16-04-2025,0,,,,,,,,
martin dúbravka,0,0,0,0,1208311,16-04-2025,0,,,,,,,,
matt targett,0,0,0,0,1208311,16-04-2025,0,,,,,,,,
lewis miley,0,0,0,0,1208311,16-04-2025,0,,,,,,,,
william osula,0,0,0,0,1208311,16-04-2025,0,,,,,,,,
dean henderson,0,0,5.6,90,1208311,16-04-2025,0,,,,,,,,
chris richards,0,0,6.6,90,1208311,16-04-2025,0,,,,,,,,
maxence lacroix,0,0,5.9,90,1208311,16-04-2025,0,,,,,,,,
marc guéhi,0,0,6.2,90,1208311,16-04-2025,0,,,,,,,,
daniel muñoz,0,0,6.9,90,1208311,16-04-2025,0,,,,,,,,
jefferson lerma,0,0,6.2,85,1208311,16-04-2025,0,,,,,,,,
will hughes,0,0,5.3,57,1208311,16-04-2025,0,,,,,,,,
tyrick mitchell,0,0,6.3,90,1208311,16-04-2025,0,,,,,,,,
ismaïla sarr,0,0,6.6,76,1208311,16-04-2025,0,,,,,,,,
eberechi eze,0,0,5.9,57,1208311,16-04-2025,0,,,,,,,,
jean-philippe mateta,0,0,6.5,56,1208311,16-04-2025,0,,,,,,,,
edward nketiah,0,0,6.9,34,1208311,16-04-2025,0,,,,,,,,
daichi kamada,0,0,6.6,33,1208311,16-04-2025,0,,,,,,,,
adam wharton,0,0,6.6,33,1208311,16-04-2025,0,,,,,,,,
romain esse,0,0,6.9,14,1208311,16-04-2025,0,,,,,,,,
justin devenny,0,0,6.3,11,1208311,16-04-2025,0,,,,,,,,
matt turner,0,0,0,0,1208311,16-04-2025,0,,,,,,,,
nathaniel clyne,0,0,0,0,1208311,16-04-2025,0,,,,,,,,
ben chilwell,0,0,0,0,1208311,16-04-2025,0,,,,,,,,
matheus frança,0,0,0,0,1208311,16-04-2025,0,,,,,,,,
stefan ortega,0,0,6.9,90,1208358,22-04-2025,0,,,,,,,,
matheus nunes,1,0,7.2,90,1208358,22-04-2025,1,,,,,,,,
rúben dias,0,0,7,90,1208358,22-04-2025,1,,,,,,,,
joško gvardiol,0,0,7.3,90,1208358,22-04-2025,1,,,,,,,,
nico o'reilly,0,0,6.9,90,1208358,22-04-2025,0,,,,,,,,
